id,Customer_first_name,Customer_last_name,Address,City,State,CC_Number,CC_Code,CC_Type
958,Gunilla,Novacek,6 Kim Road,Washington,District of Columbia,,,
959,Jolie,Buckthorp,40716 Moland Avenue,El Paso,Texas,3581424076834426,817,jcb
960,Jarvis,Templeton,11 Birchwood Pass,Colorado Springs,Colorado,676141361591034742,868,maestro
961,Deva,Coggin,0 Nevada Park,Amarillo,Texas,3585577076282619,837,jcb
962,Ernaline,Basnett,822 Loomis Avenue,Colorado Springs,Colorado,5602253796931836,276,bankcard
963,Zena,Smithies,08 Raven Hill,Toledo,Ohio,,,
964,Audre,Webb-Bowen,81840 5th Parkway,Spring,Texas,3561131374242558,112,jcb
965,Toby,Gowland,513 Erie Plaza,Columbus,Ohio,,,
966,Merissa,Livings,808 5th Plaza,San Diego,California,379767589421533,215,americanexpress
967,Conroy,Butters,3 Meadow Ridge Center,Kansas City,Missouri,4508056245971966,781,visa-electron
968,Lanie,Thorpe,4 Melby Junction,Tucson,Arizona,3556860144886065,915,jcb
969,Laurette,Simester,29 Cordelia Plaza,Milwaukee,Wisconsin,3537891047564834,336,jcb
970,Jesse,Heasley,7343 Heffernan Crossing,San Jose,California,3558481041931389,434,jcb
971,Hailee,Yitzhakof,84132 Sugar Avenue,Toledo,Ohio,,,
972,Noreen,Weekley,741 Anzinger Way,Wilkes Barre,Pennsylvania,5007665352232666,963,mastercard
973,Kennith,Kerbler,3 Fairview Terrace,Toledo,Ohio,374283360501399,757,americanexpress
974,Inesita,Turton,1 Shasta Avenue,Corpus Christi,Texas,5048377318192536,571,mastercard
975,Simone,Hendrich,62916 Dahle Parkway,Birmingham,Alabama,,,
976,Ricky,Grovier,52066 Oneill Plaza,Los Angeles,California,3558983570553716,278,jcb
977,Marcel,Heaney,2952 Dixon Center,Oklahoma City,Oklahoma,5486941237189896,517,diners-club-us-ca
978,Dare,Lathaye,6 Autumn Leaf Place,Madison,Wisconsin,633450201680289102,907,solo
979,Douglas,Brackenbury,40277 Sugar Plaza,Clearwater,Florida,,,
980,Miguel,Hoston,7 Kropf Junction,Cleveland,Ohio,3556147866186613,604,jcb
981,Candis,Bastick,3 Goodland Terrace,Oklahoma City,Oklahoma,,,
982,Lora,Brandli,0 School Parkway,Fort Worth,Texas,3541054581567549,264,jcb
983,Jennilee,Pozer,9477 Quincy Court,Louisville,Kentucky,,,
984,Amalita,Wetherby,80171 Algoma Way,Indianapolis,Indiana,3551017475429354,948,jcb
985,Claudius,Heathorn,1 Bonner Park,Lincoln,Nebraska,3562319810550507,477,jcb
986,Larina,Poppleton,03585 Graceland Parkway,Saint Louis,Missouri,,,
987,Perrine,Heindl,51328 Lindbergh Street,Iowa City,Iowa,3587461211842413,301,jcb
988,Syd,Laherty,3 Aberg Avenue,San Diego,California,,,
989,Sammy,Connar,501 Graedel Hill,Miami,Florida,4913633938411887,681,visa-electron
990,Liuka,Petriello,9696 Karstens Drive,Memphis,Tennessee,3582109791274656,396,jcb
991,Garland,Foote,1 Declaration Way,Sacramento,California,3551604530050992,340,jcb
992,Tim,Hendriksen,515 Crowley Park,Omaha,Nebraska,5602253729600557,378,bankcard
993,Jenica,Eriksson,733 Carberry Terrace,Lubbock,Texas,201518559898208,235,diners-club-enroute
994,Brina,Jeness,69052 Debra Avenue,Eugene,Oregon,3533544836797768,803,jcb
995,Sabra,Covelle,3 Bay Court,Philadelphia,Pennsylvania,,,
996,Hewie,Maskell,03 Shoshone Trail,Las Vegas,Nevada,3587638332464546,141,jcb
997,Lilllie,Gedney,0 Badeau Drive,Albuquerque,New Mexico,5100144913978403,307,mastercard
998,Gretel,Luetkemeyer,39982 Service Alley,Plano,Texas,5602233283308879518,896,china-unionpay
999,Davidde,Dahlen,3 Farmco Center,Fullerton,California,30437975659853,947,diners-club-carte-blanche
1000,Mitch,McGhee,75486 Lawn Place,Baltimore,Maryland,,,
